Sample No,Printer Type,Material,Layer Thickness (mm),Infill Density (%),Infill Pattern,Speed ​​(mm/s),Roughness AVG,Hardness AVG,Peak Load (N),Peak Stress (kPa),Strain at Break (mm/mm),Modulus (MPa),Width (mm),Thickness (mm)
27,closed ,PLA+,0.1,80,Zigzag,70,2.5236666666666667,81.0,782.8783333333332,36436.73333333334,0.013,3370.911333333333,6.186666666666667,3.473333333333333
28,closed ,PLA+,0.2,20,Grid,30,5.390333333333333,80.4,576.314,27156.9,0.01333333333333333,2421.261666666667,6.046666666666667,3.51
29,closed ,PLA+,0.2,20,Grid,50,5.092,80.6,599.4423333333333,28558.23333333333,0.013,2593.910666666667,6.066666666666666,3.46
30,closed ,PLA+,0.2,20,Grid,70,5.006666666666667,79.3,625.3413333333334,29481.3,0.013,2629.853333333333,6.136666666666667,3.456666666666667
31,closed ,PLA+,0.2,20,Triangles,30,5.183333333333334,79.2,614.1856666666666,29326.53333333334,0.01266666666666667,2656.837,6.076666666666667,3.446666666666667
32,closed ,PLA+,0.2,20,Triangles,50,5.413333333333333,79.6,592.6356666666667,27946.66666666667,0.013,2590.568333333333,6.053333333333334,3.503333333333333
33,closed ,PLA+,0.2,20,Triangles,70,5.528,78.3,605.447,28598.06666666667,0.013,2665.494666666667,6.136666666666667,3.45
34,closed ,PLA+,0.2,20,Zigzag,30,5.192,78.1,590.916,27562.4,0.013,2582.999333333333,6.19,3.463333333333333
35,closed ,PLA+,0.2,20,Zigzag,50,5.512666666666665,78.7,595.8046666666667,28034.36666666667,0.01266666666666667,2628.881666666667,6.16,3.450000000000001
36,closed ,PLA+,0.2,20,Zigzag,70,5.3293333333333335,76.6,613.2656666666667,28716.23333333333,0.01266666666666667,2657.193,6.19,3.45
37,closed ,PLA+,0.2,50,Grid,30,5.3629999999999995,81.5,649.0896666666666,30781.23333333333,0.013,2865.523,6.106666666666666,3.453333333333333
38,closed ,PLA+,0.2,50,Grid,50,4.963333333333334,81.8,664.901,31183.06666666667,0.013,2892.927333333333,6.169999999999999,3.456666666666667
39,closed ,PLA+,0.2,50,Grid,70,4.861999999999999,81.3,641.2406666666667,30333.83333333333,0.013,2808.144666666667,6.096666666666667,3.466666666666667
40,closed ,PLA+,0.2,50,Triangles,30,5.555666666666666,81.2,657.7043333333332,30953.3,0.012,3026.659,6.153333333333333,3.453333333333333
41,closed ,PLA+,0.2,50,Triangles,50,4.9270000000000005,81.7,659.1833333333334,30884.8,0.012,3016.304,6.163333333333334,3.463333333333333
42,closed ,PLA+,0.2,50,Triangles,70,5.590333333333334,82.0,692.6573333333332,32147.03333333334,0.01233333333333333,3093.121000000001,6.216666666666666,3.466666666666667
43,closed ,PLA+,0.2,50,Zigzag,30,5.493666666666666,80.5,692.015,32625.36666666667,0.013,2921.827666666667,6.19,3.426666666666666
44,closed ,PLA+,0.2,50,Zigzag,50,4.9910000000000005,81.0,678.515,31796.33333333333,0.01333333333333333,2902.304,6.149999999999999,3.47
45,closed ,PLA+,0.2,50,Zigzag,70,5.092,81.2,695.8906666666667,31850.1,0.01333333333333333,2890.801,6.213333333333334,3.516666666666667
46,closed ,PLA+,0.2,80,Grid,30,4.553333333333334,82.4,766.9723333333333,35909.9,0.013,3385.422333333333,6.149999999999999,3.473333333333333
47,closed ,PLA+,0.2,80,Grid,50,4.685,82.8,768.351,36059.13333333333,0.013,3416.916333333333,6.146666666666667,3.466666666666667
48,closed ,PLA+,0.2,80,Grid,70,6.1385000000000005,82.5,777.3096666666667,36398.3,0.013,3409.962,6.136666666666667,3.48
49,closed ,PLA+,0.2,80,Triangles,30,4.928,82.1,756.6326666666668,35811.16666666666,0.012,3593.098,6.16,3.43
50,closed ,PLA+,0.2,80,Triangles,50,4.657333333333333,81.9,761.1743333333334,35536.33333333334,0.01166666666666667,3602.719,6.173333333333333,3.47
51,closed ,PLA+,0.2,80,Triangles,70,6.326666666666667,82.1,756.8923333333333,35244.96666666667,0.01166666666666667,3596.827666666667,6.136666666666667,3.5
52,closed ,PLA+,0.2,80,Zigzag,30,6.194,81.9,782.8906666666667,36688.36666666667,0.013,3375.473666666667,6.203333333333333,3.44
53,closed ,PLA+,0.2,80,Zigzag,50,5.413,80.6,764.7973333333333,36281.76666666666,0.013,3345.984333333334,6.07,3.473333333333333
54,closed ,PLA+,0.2,80,Zigzag,70,4.954,80.9,791.2049999999999,37484.0,0.013,3450.802333333333,6.083333333333333,3.47
55,closed ,PLA+,0.3,20,Grid,30,5.721,79.3,743.5013333333333,33100.7,0.013,3026.615333333334,6.216666666666666,3.613333333333333
56,closed ,PLA+,0.3,20,Grid,50,6.320666666666667,80.4,756.899,34527.53333333333,0.013,3101.280333333334,6.106666666666666,3.59
57,closed ,PLA+,0.3,20,Grid,70,6.705666666666667,78.7,753.639,34226.83333333334,0.01333333333333333,3051.501,6.066666666666666,3.63
58,closed ,PLA+,0.3,20,Triangles,30,6.476666666666667,79.3,723.015,32870.1,0.01233333333333333,3069.449666666667,6.133333333333333,3.586666666666666
59,closed ,PLA+,0.3,20,Triangles,50,5.979,79.8,741.561,33564.1,0.013,3119.992333333333,6.103333333333334,3.62
60,closed ,PLA+,0.3,20,Triangles,70,6.9093333333333335,80.9,777.1483333333332,34854.6,0.013,3162.322333333334,6.12,3.643333333333333
61,closed ,PLA+,0.3,20,Zigzag,30,6.039666666666666,79.6,688.7086666666665,31364.2,0.012,3092.368,6.126666666666666,3.583333333333333
62,closed ,PLA+,0.3,20,Zigzag,50,6.109666666666667,79.1,731.1756666666666,32893.9,0.01266666666666667,3071.115333333333,6.106666666666666,3.64
63,closed ,PLA+,0.3,20,Zigzag,70,6.46,79.9,770.7066666666666,34764.6,0.013,3156.697333333334,6.13,3.616666666666667
64,closed ,PLA+,0.3,50,Grid,30,5.66,81.1,776.6186666666666,35143.8,0.01266666666666667,3334.390333333333,6.156666666666666,3.59
65,closed ,PLA+,0.3,50,Grid,50,6.1433333333333335,80.5,790.6836666666667,35678.46666666667,0.01266666666666667,3359.751,6.116666666666667,3.623333333333334
66,closed ,PLA+,0.3,50,Grid,70,7.169,79.9,806.672,36060.66666666666,0.013,3354.368,6.123333333333332,3.653333333333334
67,closed ,PLA+,0.3,50,Triangles,30,5.274,80.8,782.418,35261.16666666666,0.01166666666666667,3596.211333333333,6.13,3.62
68,closed ,PLA+,0.3,50,Triangles,50,6.365333333333333,79.8,816.6610000000001,36712.36666666666,0.012,3631.355666666667,6.156666666666666,3.613333333333333
69,closed ,PLA+,0.3,50,Triangles,70,7.933333333333333,79.4,831.1213333333334,37015.33333333334,0.012,3577.485333333334,6.13,3.663333333333334
70,closed ,PLA+,0.3,50,Zigzag,30,5.517666666666667,80.7,782.1080000000001,34882.83333333334,0.012,3431.386666666667,6.143333333333334,3.65
71,closed ,PLA+,0.3,50,Zigzag,50,6.191666666666666,79.4,815.9876666666665,36205.9,0.013,3440.002333333333,6.113333333333333,3.686666666666667
72,closed ,PLA+,0.3,50,Zigzag,70,6.239666666666667,79.6,813.052,36614.63333333333,0.01266666666666667,3478.630666666666,6.123333333333334,3.626666666666666
73,closed ,PLA+,0.3,80,Grid,30,5.772666666666666,80.0,873.9816666666666,38667.83333333334,0.012,3799.315,6.226666666666667,3.63
74,closed ,PLA+,0.3,80,Grid,50,7.402333333333334,78.4,875.2206666666667,38451.3,0.012,3742.602666666667,6.113333333333333,3.723333333333333
75,closed ,PLA+,0.3,80,Grid,70,7.808333333333333,78.3,891.1403333333334,38214.86666666667,0.013,3681.502,6.116666666666667,3.813333333333333
76,closed ,PLA+,0.3,80,Triangles,30,5.511333333333333,79.5,854.4143333333333,37930.8,0.012,3841.670666666666,6.2,3.633333333333333
77,closed ,PLA+,0.3,80,Triangles,50,6.741666666666667,78.7,866.1306666666666,37696.36666666667,0.012,3781.786666666667,6.133333333333333,3.746666666666667
78,closed ,PLA+,0.3,80,Triangles,70,7.788,78.6,883.861,38344.13333333333,0.012,3809.272666666666,6.196666666666666,3.72
79,closed ,PLA+,0.3,80,Zigzag,30,5.791333333333334,80.0,868.7586666666666,39329.06666666667,0.01233333333333333,3824.575,6.216666666666666,3.553333333333333
80,closed ,PLA+,0.3,80,Zigzag,50,6.123333333333334,78.5,889.4336666666667,40105.7,0.01266666666666667,3871.891666666666,6.19,3.583333333333333
81,closed ,PLA+,0.3,80,Zigzag,70,6.622,78.0,921.9050000000001,41259.16666666666,0.012,3971.866,6.149999999999999,3.633333333333333
82,open,PLA+,0.1,20,Grid,30,1.3243333333333334,78.5,665.0253333333334,32608.23333333333,0.013,2825.217,6.346666666666667,3.213333333333333
83,open,PLA+,0.1,20,Triangles,50,1.9143333333333334,79.2,699.9830000000001,34566.3,0.013,2961.769666666667,6.263333333333333,3.233333333333333
84,open,PLA+,0.1,20,Zigzag,70,1.6783333333333335,78.3,692.2736666666666,33775.16666666666,0.014,2813.426333333333,6.32,3.243333333333334
85,open,PLA+,0.1,50,Grid,50,1.8526666666666667,81.1,709.9486666666667,35140.5,0.01366666666666667,3029.890333333333,6.313333333333333,3.2
86,open,PLA+,0.1,50,Triangles,70,1.7,79.4,703.4763333333334,34693.0,0.013,3061.819,6.343333333333334,3.196666666666667
87,open,PLA+,0.1,50,Zigzag,30,1.5986666666666667,80.7,750.904,37311.2,0.01366666666666667,3227.027666666666,6.343333333333334,3.173333333333333
88,open,PLA+,0.1,80,Grid,70,3.6626666666666665,82.9,812.5826666666667,40700.7,0.013,3723.562,6.206666666666667,3.216666666666667
89,open,PLA+,0.1,80,Triangles,30,7.225666666666666,82.1,790.4846666666666,39077.43333333333,0.013,3609.111,6.47,3.126666666666666
90,open,PLA+,0.1,80,Zigzag,50,1.388,81.3,868.3796666666667,42794.86666666667,0.013,3832.971666666667,6.283333333333334,3.23
91,open,PLA+,0.2,20,Grid,50,3.856333333333333,82.8,822.1423333333333,40908.83333333334,0.01266666666666667,3777.467666666667,6.3,3.19
92,open,PLA+,0.2,20,Triangles,70,6.405666666666668,82.2,796.6983333333334,39436.06666666667,0.013,3608.991,6.393333333333334,3.16
93,open,PLA+,0.2,20,Zigzag,30,3.3569999999999998,82.3,832.1006666666667,41533.6,0.012,3823.451,6.34,3.16
